@relation name

@attribute #1_id string
@attribute #1_span string
@attribute #1_perseus:LEMMA string
@attribute #1_perseus:case string
@attribute #1_perseus:cite string
@attribute #1_perseus:form string
@attribute #1_perseus:gender string
@attribute #1_perseus:number string
@attribute #1_perseus:part-of-speech string
@attribute #1_perseus:postag string
@attribute #1_perseus:sense string
@attribute #1_perseus:urn string
@attribute #1_saltSemantics:POS string

@data
'351921','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1046822','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'547853','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'592844','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'594469','cuius','qui','genitive','NULL','cuius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'567936','Cui','qui','dative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.512\'>Text<\/a>','Cui','masculine','singular','pronoun','p-s---md-','1','urn:cts:latinLit:phi0959.phi006:1.512','pronoun'
'1040576','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'590634','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1039102','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'550837','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'351945','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'590626','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'547833','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'590652','cui','qui','dative','NULL','cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'550832','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'351954','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1042482','quoius','qui','genitive','NULL','quoius','feminine','singular','adjective','a-s---fg-','1','NULL','adjective'
'592806','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'547821','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'550822','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'996366','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'1036343','quoius','qui','genitive','NULL','quoius','feminine','singular','adjective','a-s---fg-','1','NULL','adjective'
'351513','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1047181','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'355916','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'565695','quas','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.195\'>Text<\/a>','quas','feminine','plural','pronoun','p-p---fa-','1','urn:cts:latinLit:phi0959.phi006:1.195','pronoun'
'569545','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.738\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.738','pronoun'
'355920','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'546609','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'565688','quos','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.194\'>Text<\/a>','quos','masculine','plural','pronoun','p-p---ma-','1','urn:cts:latinLit:phi0959.phi006:1.194','pronoun'
'999257','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'355909','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'355912','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'546599','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'594321','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'554245','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'598723','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'1043303','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'591862','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'554250','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1041157','quoi','qui','dative','NULL','quoi','feminine','singular','pronoun','p-s---fd-','1','NULL','pronoun'
'1038543','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'546647','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'554226','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'349543','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.18\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.18','pronoun'
'355886','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'567617','Quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.470\'>Text<\/a>','Quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.470','pronoun'
'598710','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'351476','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'588927','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1036382','quibus','qui','dative','NULL','quibus','neuter','plural','pronoun','p-p---nd-','1','NULL','pronoun'
'589977','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'565716','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.197\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.197','pronoun'
'999228','cui','qui','dative','NULL','cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'548803','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'565713','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.197\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.197','pronoun'
'567625','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.471\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.471','pronoun'
'1041174','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'999208','cuius','qui','genitive','NULL','cuius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'1044967','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'355898','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1047161','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'598699','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1041184','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'355894','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'549927','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'546551','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'349635','quam','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.32\'>Text<\/a>','quam','feminine','singular','pronoun','p-s---fa-','1','urn:cts:latinLit:phi0448.phi001:2.32','pronoun'
'546553','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546560','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1036288','quoius','qui','genitive','NULL','quoius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'548711','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'596306','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'552117','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'567535','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.458\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0959.phi006:1.458','pronoun'
'598684','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'552106','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'552109','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'554310','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'565616','qua','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.183\'>Text<\/a>','qua','feminine','singular','pronoun','p-s---fb-','1','urn:cts:latinLit:phi0959.phi006:1.183','pronoun'
'567545','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.459\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0959.phi006:1.459','pronoun'
'999178','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1045070','qua','qui','NULL','NULL','qua','NULL','NULL','NULL','---------','1','NULL','NULL'
'546541','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546578','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'999156','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'552156','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546581','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546584','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'355816','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'351539','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'546591','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1041234','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1038491','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'588968','quarum','qui','genitive','NULL','quarum','feminine','plural','pronoun','p-p---fg-','1','NULL','pronoun'
'590019','quo','qui','ablative','NULL','quo','neuter','singular','pronoun','p-s---nb-','1','NULL','pronoun'
'355833','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'349618','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.18\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.18','pronoun'
'1038482','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'546569','quae','qui','nominative','NULL','quae','feminine','plural','pronoun','p-p---fn-','1','NULL','pronoun'
'351525','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'554284','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043400','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'552135','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'353898','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'1045148','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'554396','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1041258','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'353887','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546744','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'356049','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'349467','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.18\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0448.phi001:2.18','pronoun'
'589793','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'594193','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1415505','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'567760','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.488\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.488','pronoun'
'598587','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'596337','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'550025','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'596347','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'569387','qua','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.717\'>Text<\/a>','qua','feminine','singular','pronoun','p-s---fb-','1','urn:cts:latinLit:phi0959.phi006:1.717','pronoun'
'565594','qua','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.180\'>Text<\/a>','qua','feminine','singular','pronoun','p-s---fb-','1','urn:cts:latinLit:phi0959.phi006:1.180','pronoun'
'594149','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'997161','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'592018','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1041306','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'356023','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1036491','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'550044','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'554347','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'356028','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'554344','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'356032','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'554340','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1047107','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1041323','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1036413','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'546675','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'349512','quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.18\'>Text<\/a>','quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0448.phi001:2.18','pronoun'
'551994','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'596442','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1036407','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'552000','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'999320','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'598547','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1415453','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'589871','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546672','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'592049','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'355985','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'565477','Quae','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.163\'>Text<\/a>','Quae','neuter','plural','pronoun','p-p---na-','1','urn:cts:latinLit:phi0959.phi006:1.163','pronoun'
'546669','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'551980','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1038329','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'594263','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'598535','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'349527','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.18\'>Text<\/a>','quae','feminine','plural','pronoun','p-p---fn-','1','urn:cts:latinLit:phi0448.phi001:2.18','pronoun'
'355994','quarum','qui','genitive','NULL','quarum','feminine','plural','pronoun','p-p---fg-','1','NULL','pronoun'
'1047076','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'546717','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'598516','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'355945','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'1415395','Cui','qui','dative','NULL','Cui','feminine','singular','pronoun','p-s---fd-','1','NULL','pronoun'
'1041375','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'552007','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1045153','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'554402','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'550097','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1036421','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'355964','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'546695','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'552302','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'349344','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.15\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.15','pronoun'
'548531','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'356181','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'552316','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'351250','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'589214','Quo','qui','ablative','NULL','Quo','neuter','singular','pronoun','p-s---nb-','1','NULL','pronoun'
'569795','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.769\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.769','pronoun'
'592104','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'550124','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1040918','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'351212','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'565456','quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.7\'>Text<\/a>','quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0959.phi006:1.7','pronoun'
'1038808','quoi','qui','dative','NULL','quoi','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'565445','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.5\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.5','pronoun'
'594045','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'552321','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'569779','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.768\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.768','pronoun'
'548557','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'356142','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'999738','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1036626','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1036639','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'1045314','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'589252','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1040950','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'554061','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1415324','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'548471','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'594137','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'594115','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'349379','quod','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.17\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---na-','1','urn:cts:latinLit:phi0448.phi001:2.17','pronoun'
'356106','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'349365','quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.17\'>Text<\/a>','quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0448.phi001:2.17','pronoun'
'351278','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1043152','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'548512','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'550236','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1043144','quoius','qui','genitive','NULL','quoius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'1038744','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'550239','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'594106','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'998894','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'356080','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1040967','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'550216','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'594096','Qui','qui','nominative','NULL','Qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'999670','quis','qui','ablative','NULL','quis','feminine','plural','pronoun','p-p---fb-','1','NULL','pronoun'
