#From sentence-stats.xq
WORK,SENT-ADDR,MAIN,PRED,PARENTH,O.R.,CUM,CUMQUE,UBI,UBI(QUE|)(NAM|),UBICUMQUE,QUANDO,DUM,DONEC,DUMMODO,MODO,ANTEQUAM,POSTEAQUAM,POSTMODUM QUAM,POSTQUAM,PRIUSQUAM,QUOTIENS,QUOTIENS(CUM|)QUE,QUATENUS,QUO,QUORSUM,UTROQUE,UBIUBI,QUOQUO,UNDECUMQUE,QUAQUA,SICUBI,SIQUO,SICUNDE,SIQUA,QUONIAM,QUOD,QUIA,ADV,COMP,ATR,SUB,SENTLEN,WORKLEN,GENRE,SUM,COORD,ASYND
Sati,/harrington/4331/lattb.4331.1.tb.xml|82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4664,poetry,0|0|0,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|84,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,4664,poetry,1|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,30,4664,poetry,1|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|87,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,4664,poetry,1|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|88,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4664,poetry,0|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|89,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4664,poetry,0|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|90,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4664,poetry,0|0|0,1,0.25
Sati,/harrington/4331/lattb.4331.1.tb.xml|91,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,4664,poetry,1|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,4664,poetry,1|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,4664,poetry,1|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,19,4664,poetry,1|0|1,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4664,poetry,0|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,22,4664,poetry,1|1|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,4664,poetry,1|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|98,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4664,poetry,0|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,4664,poetry,0|0|1,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|103,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,4664,poetry,1|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,16,4664,poetry,2|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|107,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,43,4664,poetry,2|1|1,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,4664,poetry,1|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,4664,poetry,0|1|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,4664,poetry,0|0|1,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|112,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,4664,poetry,1|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|115,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,4664,poetry,1|0|0,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4664,poetry,0|1|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|123,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|125,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4664,poetry,0|0|0,3,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|126,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4664,poetry,0|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|127,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|129,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|130,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4664,poetry,0|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|131,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4664,poetry,0|0|0,2,0.666666666666666667
Sati,/harrington/4331/lattb.4331.1.tb.xml|132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,12,4664,poetry,1|2|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4664,poetry,0|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,4664,poetry,1|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|136,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4664,poetry,0|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|137,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,42,4664,poetry,1|0|2,3,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4664,poetry,0|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,4664,poetry,1|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,4664,poetry,1|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|144,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4664,poetry,0|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|145,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,25,4664,poetry,1|3|0,2,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|146,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,22,4664,poetry,0|2|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,4664,poetry,1|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|150,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,4664,poetry,0|1|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|151,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24,4664,poetry,1|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4664,poetry,0|0|0,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|153,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|156,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,15,4664,poetry,0|2|1,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,4664,poetry,1|0|0,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|161,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4664,poetry,0|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|162,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4664,poetry,0|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|165,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4664,poetry,0|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|167,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,33,4664,poetry,3|2|1,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|168,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,20,4664,poetry,1|2|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|169,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,4664,poetry,0|0|0,3,0.6
Sati,/harrington/4331/lattb.4331.1.tb.xml|170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|172,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,4664,poetry,1|0|0,3,3
Sati,/harrington/4331/lattb.4331.1.tb.xml|173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4664,poetry,0|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|174,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4664,poetry,0|0|0,1,0.5
Sati,/harrington/4331/lattb.4331.1.tb.xml|175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4664,poetry,0|0|0,0,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|177,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,4664,poetry,0|0|1,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|178,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4664,poetry,0|0|0,1,0.333333333333333333
Sati,/harrington/4331/lattb.4331.1.tb.xml|179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4664,poetry,1|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4664,poetry,0|0|0,0,0
Sati,/harrington/4331/lattb.4331.1.tb.xml|182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,16,4664,poetry,2|0|0,1,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4664,poetry,0|0|0,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|184,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,32,4664,poetry,1|2|2,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4664,poetry,0|0|0,1,1
Sati,/harrington/4331/lattb.4331.1.tb.xml|186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4664,poetry,0|0|0,1,NA
Sati,/harrington/4331/lattb.4331.1.tb.xml|187,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,4664,poetry,0|1|0,1,0.25
